Comment,Sentiment
Way to ruin the movie by revealing the killer so fast lol and its shamylan so it wont be good,0
holy shit,2
Scary :face_screaming_in_fear:,2
That story is gangsta fire :fire::fire::fire:,2
Fk my love for Optimus prime they are killing it :broken_heart::broken_heart:,0
Am sooo gonna watch this!,2
What happened to ORIGINAL animated movies?  Kids dont care about this crap.,0
2 words......mind blowing......perfect example of how a trailer should be.:red_heart:,2
Yeah show us the whole movie,0
"I wish they didnt cast celebrities, but instead casted voice actors who were right for the role.",0
"Since they already revealed in the trailer that the main character is the villain, which is kinda of a plot twist. I hope there will be an even bigger plot twist that wasnt revealed. It would be pretty sick.",1
Cant turn a series on now without seeing Gays. Madness!,0
idk but horror movie with people of colors cast always been creative & good !!,2
1 minute trailer and 0 realismo mágico. Hope you guys do this right,1
"No hero? Dude, you teamed up with the X-Men! You stopped Magneto from destroying all of mankind! You saved the future by saving the past! You sure seem like a hero to me!",1
I have goosepumps,2
"Imagine if hes talking to Batman and theyre just throwing that scene right under our noses. Ik, its wishful thinking.",1
Imagine if its revealed hes talking to The Batman,1
Why release this in June? Do they not care about the films success?,0
I dont care what its about…. I just wanna see Halle,2
"Of they theyre gonna have Halley crazy in this movie too.  Sad, but ever since she won an academy award, her roles have been limited.",1
"Lets be honest. As a Latin person Ive known of this novela almost all my life. Ive never expected to see it on the screen, much less in subtitles for the English audiences. The answer is simple. Hollywood. Thats why Im so happy there are streaming services today. Today, thanks to Netflix and other platforms, there are no more gatekeepers who decide which story should be told. Now, all the doors are open to see whatever you want on the screen. I am happy for Latin America, for Colombia and for the Spanish world. We are finally being noticed and known. Latin culture is so incredible and profound and the only thing we have been known for are drugs, cartels, corruption, dictatorships, etc. But behind that dirty surface there is a incredible and vibrant culture full of magic that fascinates every foreigner that dares to visit. This is just another way to get into the deep. I hope this time we see something of the magic realism that Gabo intended in his works.",2
"Twister is one of my FAVOURITE movies of all time, so of course Im seeing this in theaters BUT I dont like that they seem to be indulging the overpass myth,,,, people have died :grimacing_face:",0
"I cant wait to see this, very inspiring",2
Gonna feel weird cuz he wont have any of his unrealistic cartoonish gizmos- or a Batman. Could just pass as another gangster show,0
Disney. Why cant it always be like this?,2
"I have to confess Im a little lost. How is the kids drawings going to help his dad find him? Get a bunch of people to dress up like them, and then....the kid sees that and decides to come home or does the kidnapper see the people dressed up....?",0
Sons of anarchy fan present here,1
THIS SH1TS GOING TO SAVE MARVEL!!!!,2
Love it :red_heart::red_heart::red_heart::red_heart:,2
Dont have to watch the movie now thanks :folded_hands:,0
Ive seen nothing but love in this comment section unlike the one on IG :face_with_tears_of_joy:,2
already know this gonna make me cry,2
Its about the transformers we made along the way ahh movie,0
I for one am ready for a new animated Transformers movie... so many of yall forget thats how they started,2
Anyone know the trailer song ?,1
looks absolutely beautiful. domingo is a genius. :red_heart:,2
"Geeze this is a far cry from bill paxton, Helen hunt, and Phillip Seymour Hoffman. This movie needs some serious star power so it doesnt seem like such a B movie Twister ripoff",0
Yes please,2
"I have seen the original of this remake, and it frustrated me especially the ending. I wish this had a a different ending.",0
this could be the first good marvel movie in a while,2
"Starring, the muslim cowboy:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",1
 संस्कृत (Sanskrit language) :India:.    ......but How??????,1
This is one of the best books Ive ever read. So captivating story and it really made me go deep into each character and feel the story rather than reading. I felt like I was witnessing the entire incidents. I read this many years ago and now after watching this trailer Im feeling to reread it. Currently Im reading Love in the time of cholera which is also so captivating and magnificent like One hundred years of solitude. Waiting for this series. :red_heart::red_heart::red_heart::red_heart:,2
stars Beneric Cumberbatch,1
"Ok seriously, why theres so many bots or repeated comments in this comment section!:skull:",0
Lets F-ing go!,2
Oh VERY cool. The world lost a great one when Bill Paxton passed. I hope this does well an we need more adventure movies and less activism.,2
Please dont mess this one up.,0
Its like a Godfather Soprano mix up,1
DAM.. ANOTHER BLACK MAN IN JAIL MOVIE?? BLAH BLAH.. U KNOW SOME OF THEM HAVE CLEAN RECORDS RIGHT???:grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat:,0
I didnt know Conan was in this :face_with_tears_of_joy:,1
Whens this coming out?,1
dis da guy from fear the walking dead,1
(MN hn hn b:bgttbb htgbb:party_popper:BFF cc v vv  off Getty:red_heart:b,1
A show thats my name:smiling_face_with_smiling_eyes:,2
60% IA ,1
Thats a long make-up session which means penguins not going to get a lot of screen time. Itll all be filler around his presence.,0
Lets freaking go!,2
more rubbish from those that have way to much money and cant rhink of anything good,0
"I love the smile, wait for the flash at the end of the gun",2
Ppl are the creatures,1
What an entry music,2
"Oh, yeah. Were so back!",2
Where is Taylor??? I thought she was an antagonist in this movie :loudly_crying_face:,0
The Penguin never had the makings of a varsity athlete,1
The sleeves are off !!!,1
Man they showed the whole movie in the  trailer and gave away the twist :rolling_on_the_floor_laughing:,0
Hows a trailer making me teary-eyed,2
"Horror is fine but this looks revolting, child abuse and torture.  Seriously wtf.",0
SkyDome gets that M Night treatment.,1
Starting with the first line I see. More trailers please!,2
"An irritating crew getting picked off one by one on a dimly-lit spaceship. Wow, thats a movie I havent seen before!",0
I know chris does his best but sorry.. you DO NOT replace peter cullen.,0
"I feel like the movie will be great, but I think it could have had a better title.",2
"So, will you guys replace Jimmy Fallon  with the return of Twister?",1
This looks so lame.  Another isolated linear story.,0
now this looks like a movie colman domingo shouldve been nominated for,2
This look genuinely terrifying...,2
Trash:face_with_tears_of_joy:,0
Those sudden facial expression changes from nice guy to scizzo are enough to freak me out - such a good actor,2
Is Logan connected to this movie? If so then how is Wolverine alive?,1
Let me guessThey gonna stone the parents after stealing the kid in the endHow original. Just watch the 2022 version smfh,0
someone please freezeframe that shot of what appears to be Timone jumping off Pumba to 1v1 mid air claw swipe a fkn lion LMAO,1
Its the feel good movie of the season,2
i didnt think England had rednecks. How limited of me.,0
Bet shyamalan saw the eras tour of taylor swift and got the idea:face_with_tears_of_joy::face_with_tears_of_joy: and even released this on the album release day!!! Mastermind!!,2
